time,id,score_val,score_max,score_min,score_avg,score_std,sentence
27,annoy_1,0.5,0.83,0.5,0.546666667,0.114118697,I think my roommate why would you make it like they making paper 100 French created going up.
28,annoy_1,0.5,0.83,0.5,0.545,0.112332179,I think my roommate why would you make it like they making paper 100 French created going up.
29,annoy_1,0.76,0.83,0.5,0.552413793,0.117310795,I think my roommate why would you make it like they making paper 100 French created going up.
30,annoy_1,0.5,0.83,0.5,0.550666667,0.115666981,I'm going to try and beat it.
31,annoy_1,0.5,0.83,0.5,0.549032258,0.114086366,I'm going to try and beat it.
32,annoy_1,0.91,0.91,0.5,0.5603125,0.129103219,I'm going to try and beat it.
33,annoy_1,0.5,0.91,0.5,0.558484848,0.127502971,Why is it not working? What am I doing wrong?
34,annoy_1,0.5,0.91,0.5,0.556764706,0.125956236,Why is it not working? What am I doing wrong?
35,annoy_1,0.5,0.91,0.5,0.555142857,0.124460517,Why is it not working? What am I doing wrong?
36,annoy_1,0.5,0.91,0.5,0.553611111,0.12301342,Why is it not working? What am I doing wrong?
37,annoy_1,0.5,0.91,0.5,0.552162162,0.121612662,Why is it not working? What am I doing wrong?
38,annoy_1,0.5,0.91,0.5,0.550789474,0.120256069,Why is it not working? What am I doing wrong?
39,annoy_1,0.1,0.91,0.1,0.539230769,0.138893837,Why is it not working? What am I doing wrong?
40,annoy_1,0.5,0.91,0.1,0.53825,0.137241832,Do you know the middle or the Rubik's Cube?
41,annoy_1,0.5,0.91,0.1,0.537317073,0.135647049,Do you know the middle or the Rubik's Cube?
42,annoy_1,0.5,0.91,0.1,0.536428571,0.134106282,Do you know the middle or the Rubik's Cube?
43,annoy_1,0.5,0.91,0.1,0.535581395,0.132616567,Do you know the middle or the Rubik's Cube?
44,annoy_1,0.5,0.91,0.1,0.534772727,0.131175165,Do you know the middle or the Rubik's Cube?
45,annoy_1,0.5,0.91,0.1,0.534,0.129779533,Do you know the middle or the Rubik's Cube?
46,annoy_1,0.5,0.91,0.1,0.53326087,0.128427314,Like it wasn't outside what's the middle Kim?
47,annoy_1,0.5,0.91,0.1,0.532553191,0.127116312,Like it wasn't outside what's the middle Kim?
48,annoy_1,0.5,0.91,0.1,0.531875,0.125844488,Like it wasn't outside what's the middle Kim?
49,annoy_1,0.5,0.91,0.1,0.53122449,0.124609936,Like it wasn't outside what's the middle Kim?
50,annoy_1,0.5,0.91,0.1,0.5306,0.123410878,Like it wasn't outside what's the middle Kim?
51,annoy_1,0.5,0.91,0.1,0.53,0.122245654,Let's collect.
52,annoy_1,0.94,0.94,0.1,0.537884615,0.13372985,Let's collect.
53,annoy_1,0.5,0.94,0.1,0.537169811,0.132539941,Alright just trying to
54,annoy_1,0.5,0.94,0.1,0.536481481,0.131381016,Alright just trying to
55,annoy_1,0.5,0.94,0.1,0.535818182,0.130251763,Alright just trying to
56,annoy_1,0.5,0.94,0.1,0.535178571,0.129150949,Alright just trying to
57,annoy_1,0.5,0.94,0.1,0.534561404,0.128077406,Alright just trying to
58,annoy_1,0.5,0.94,0.1,0.533965517,0.127030037,Alright just trying to
59,annoy_1,0.8,0.94,0.1,0.538474576,0.130606194,Alright just trying to
60,annoy_1,0.5,0.94,0.1,0.537833333,0.129589857,this thing is really irritating.
61,annoy_1,0.5,0.94,0.1,0.537213115,0.128596671,this thing is really irritating.
62,annoy_1,0.5,0.94,0.1,0.536612903,0.127625779,this thing is really irritating.
63,annoy_1,0,0.94,0,0.528095238,0.143514157,this thing is really irritating.
64,annoy_1,0.5,0.94,0,0.52765625,0.142413908,You can't ever tell us in the middle.
65,annoy_1,0.5,0.94,0,0.527230769,0.141338553,You can't ever tell us in the middle.
66,annoy_1,0.5,0.94,0,0.526818182,0.140287168,You can't ever tell us in the middle.
67,annoy_1,0.5,0.94,0,0.52641791,0.139258877,You can't ever tell us in the middle.
68,annoy_1,0.5,0.94,0,0.526029412,0.138252848,You can't ever tell us in the middle.
69,annoy_1,0.5,0.94,0,0.525652174,0.137268289,You can't ever tell us in the middle.
70,annoy_1,0.5,0.94,0,0.525285714,0.136304449,"Well, when I was in the Middle East."
71,annoy_1,0.5,0.94,0,0.524929577,0.135360611,"Well, when I was in the Middle East."
72,annoy_1,0.76,0.94,0,0.528194444,0.137229389,"Well, when I was in the Middle East."
73,annoy_1,0.5,0.94,0,0.527808219,0.136313024,Not walking.
74,annoy_1,0.5,0.94,0,0.527432432,0.135414744,Not walking.
75,annoy_1,0.5,0.94,0,0.527066667,0.134533964,Not walking.
76,annoy_1,0.5,0.94,0,0.526710526,0.133670123,Not walking.
77,annoy_1,0.5,0.94,0,0.526363636,0.132822686,Not walking.
78,annoy_1,0.5,0.94,0,0.526025641,0.131991142,Not walking.
79,annoy_1,0.5,0.94,0,0.525696203,0.131175001,Not walking.
80,annoy_1,0.5,0.94,0,0.525375,0.130373793,Not walking.
81,annoy_1,0.5,0.94,0,0.525061728,0.12958707,Not walking.
82,annoy_1,0.5,0.94,0,0.524756098,0.1288144,Not walking.
83,annoy_1,0.5,0.94,0,0.524457831,0.128055371,Not walking.
84,annoy_1,0.5,0.94,0,0.524166667,0.127309587,Not walking.
85,annoy_1,0.75,0.94,0,0.526823529,0.12889837,Not walking.
86,annoy_1,0.5,0.94,0,0.526511628,0.128170543,Didn't even dent it?
87,annoy_1,0.5,0.94,0,0.526206897,0.127454884,Didn't even dent it?
88,annoy_1,0.5,0.94,0,0.525909091,0.126751058,Didn't even dent it?
89,annoy_1,0.5,0.94,0,0.525617978,0.126058744,Didn't even dent it?
90,annoy_1,0.5,0.94,0,0.525333333,0.125377632,Didn't even dent it?
91,annoy_1,0.5,0.94,0,0.525054945,0.124707423,Didn't even dent it?
92,annoy_1,0.5,0.94,0,0.524782609,0.124047831,Didn't even dent it?
93,annoy_1,0.19,0.94,0,0.521182796,0.12816302,Didn't even dent it?
94,annoy_1,0.5,0.94,0,0.520957447,0.127490832,Probably make these things would diamond titanium.
95,annoy_1,0.5,0.94,0,0.520736842,0.126829104,Probably make these things would diamond titanium.
96,annoy_1,0.5,0.94,0,0.520520833,0.126177567,Probably make these things would diamond titanium.
97,annoy_1,0.5,0.94,0,0.520309278,0.125535964,Probably make these things would diamond titanium.
98,annoy_1,0.5,0.94,0,0.520102041,0.124904045,Probably make these things would diamond titanium.
99,annoy_1,0.5,0.94,0,0.51989899,0.124281568,Probably make these things would diamond titanium.
100,annoy_1,0.77,0.94,0,0.5224,0.126156228,Probably make these things would diamond titanium.
101,annoy_1,0.5,0.94,0,0.522178218,0.125543649,Whenever it's really strong.
102,annoy_1,0.5,0.94,0,0.521960784,0.1249399,Whenever it's really strong.
103,annoy_1,0.73,0.94,0,0.523980583,0.126004511,Whenever it's really strong.
104,annoy_1,0.5,0.94,0,0.52375,0.125413394,We've exceeded such a tease.
105,annoy_1,0.5,0.94,0,0.52352381,0.124830508,We've exceeded such a tease.
106,annoy_1,0.5,0.94,0,0.523301887,0.124255663,We've exceeded such a tease.
107,annoy_1,0.78,0.94,0,0.525700935,0.126133443,We've exceeded such a tease.
108,annoy_1,0.5,0.94,0,0.525462963,0.125567008,Who was protecting them anyway?
109,annoy_1,0.5,0.94,0,0.525229358,0.125008121,Who was protecting them anyway?
110,annoy_1,0.5,0.94,0,0.525,0.124456617,Who was protecting them anyway?
111,annoy_1,0.5,0.94,0,0.524774775,0.123912336,Who was protecting them anyway?
112,annoy_1,0.5,0.94,0,0.524553571,0.123375121,Who was protecting them anyway?
113,annoy_1,0.5,0.94,0,0.524336283,0.122844822,Who was protecting them anyway?
114,annoy_1,0.5,0.94,0,0.524122807,0.12232129,Who was protecting them anyway?
115,annoy_1,0.25,0.94,0,0.52173913,0.124437407,Who was protecting them anyway?
116,annoy_1,0.5,0.94,0,0.521551724,0.123911634,Nice wasn't his theme song.
117,annoy_1,0.5,0.94,0,0.521367521,0.123392463,Nice wasn't his theme song.
118,annoy_1,0.5,0.94,0,0.521186441,0.122879758,Nice wasn't his theme song.
119,annoy_1,0.5,0.94,0,0.521008403,0.122373386,Nice wasn't his theme song.
120,annoy_1,0.98,0.98,0,0.524833333,0.128860444,Nice wasn't his theme song.
121,annoy_1,0.5,0.98,0,0.524628099,0.128342259,Is it done done done done done done then then?
122,annoy_1,0.5,0.98,0,0.52442623,0.127830267,Is it done done done done done done then then?
123,annoy_1,0.5,0.98,0,0.524227642,0.127324345,Is it done done done done done done then then?
124,annoy_1,0.5,0.98,0,0.524032258,0.126824374,Is it done done done done done done then then?
125,annoy_1,0.86,0.98,0,0.52672,0.129837218,Is it done done done done done done then then?
126,annoy_1,0.5,0.98,0,0.526507937,0.129338733,We have a lot of you have got a little green.
127,annoy_1,0.5,0.98,0,0.526299213,0.128845935,We have a lot of you have got a little green.
128,annoy_1,0.5,0.98,0,0.52609375,0.128358715,We have a lot of you have got a little green.
129,annoy_1,0.84,0.98,0,0.528527132,0.130809384,We have a lot of you have got a little green.
130,annoy_1,0.5,0.98,0,0.528307692,0.130325403,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
131,annoy_1,0.5,0.98,0,0.528091603,0.129846741,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
132,annoy_1,0.5,0.98,0,0.527878788,0.1293733,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
133,annoy_1,0.5,0.98,0,0.527669173,0.128904987,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
134,annoy_1,0.5,0.98,0,0.527462687,0.128441711,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
135,annoy_1,0.5,0.98,0,0.527259259,0.127983381,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
136,annoy_1,0.5,0.98,0,0.527058824,0.12752991,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
137,annoy_1,0.5,0.98,0,0.526861314,0.127081214,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
138,annoy_1,0.5,0.98,0,0.526666667,0.12663721,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
139,annoy_1,0.5,0.98,0,0.52647482,0.126197816,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
140,annoy_1,0.5,0.98,0,0.526285714,0.125762954,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
141,annoy_1,0.86,0.98,0,0.528652482,0.128425742,"Yeah, I only play with a Rubik's Cube if you have no anger problems. No frustration problems and a heck lot of free time."
142,annoy_1,0.5,0.98,0,0.528450704,0.127992108,Stupid people who invented Rubik's cubes you do it to annoy people?
143,annoy_1,0.5,0.98,0,0.528251748,0.127562825,Stupid people who invented Rubik's cubes you do it to annoy people?
144,annoy_1,0.5,0.98,0,0.528055556,0.127137818,Stupid people who invented Rubik's cubes you do it to annoy people?
145,annoy_1,0.5,0.98,0,0.527862069,0.12671702,Stupid people who invented Rubik's cubes you do it to annoy people?
146,annoy_1,0.5,0.98,0,0.527671233,0.12630036,Stupid people who invented Rubik's cubes you do it to annoy people?
147,annoy_1,0.5,0.98,0,0.527482993,0.125887771,Stupid people who invented Rubik's cubes you do it to annoy people?
148,annoy_1,0.07,0.98,0,0.524391892,0.130973469,Stupid people who invented Rubik's cubes you do it to annoy people?
1,annoy_3,0.5,0.5,0.5,0.5,0,0
2,annoy_3,0.5,0.5,0.5,0.5,0,0
3,annoy_3,0.5,0.5,0.5,0.5,0,0
4,annoy_3,0.5,0.5,0.5,0.5,0,0
5,annoy_3,0.5,0.5,0.5,0.5,0,0
6,annoy_3,0.5,0.5,0.5,0.5,0,0
7,annoy_3,0.5,0.5,0.5,0.5,0,0
8,annoy_3,0.5,0.5,0.5,0.5,0,0
9,annoy_3,0.5,0.5,0.5,0.5,0,0
10,annoy_3,0.5,0.5,0.5,0.5,0,0
11,annoy_3,0.5,0.5,0.5,0.5,0,0
12,annoy_3,0.5,0.5,0.5,0.5,0,0
13,annoy_3,0.5,0.5,0.5,0.5,0,0
14,annoy_3,0.5,0.5,0.5,0.5,0,0
15,annoy_3,0.22,0.5,0.22,0.481333333,0.072295689,"Hey guys, so I've been having some issues lately specifically anger issues. And I'll just be doing normal things and then you know what here take a look."
16,annoy_3,0.5,0.5,0.22,0.4825,0.07,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
17,annoy_3,0.5,0.5,0.22,0.483529412,0.067909975,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
18,annoy_3,0.5,0.5,0.22,0.484444444,0.065996633,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
19,annoy_3,0.5,0.5,0.22,0.485263158,0.064236405,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
20,annoy_3,0.5,0.5,0.22,0.486,0.062609903,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
21,annoy_3,0.5,0.5,0.22,0.486666667,0.061101009,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
22,annoy_3,0.5,0.5,0.22,0.487272727,0.059696201,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
23,annoy_3,0.5,0.5,0.22,0.487826087,0.058384036,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
24,annoy_3,0.5,0.5,0.22,0.488333333,0.057154761,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
25,annoy_3,0.5,0.5,0.22,0.4888,0.056,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
26,annoy_3,0.5,0.5,0.22,0.489230769,0.054912518,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
27,annoy_3,0.5,0.5,0.22,0.48962963,0.053886025,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
28,annoy_3,0.5,0.5,0.22,0.49,0.052915026,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
29,annoy_3,0.5,0.5,0.22,0.490344828,0.051994695,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
30,annoy_3,0.5,0.5,0.22,0.490666667,0.051120772,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
31,annoy_3,0.5,0.5,0.22,0.490967742,0.050289485,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
32,annoy_3,0.5,0.5,0.22,0.49125,0.049497475,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
33,annoy_3,0.5,0.5,0.22,0.491515152,0.048741744,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
34,annoy_3,0.5,0.5,0.22,0.491764706,0.048019604,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
35,annoy_3,0.5,0.5,0.22,0.492,0.047328638,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
36,annoy_3,0.5,0.5,0.22,0.492222222,0.046666667,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
37,annoy_3,0.5,0.5,0.22,0.492432432,0.046031716,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
38,annoy_3,0.5,0.5,0.22,0.492631579,0.045421998,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
39,annoy_3,0.5,0.5,0.22,0.492820513,0.044835883,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
40,annoy_3,0.5,0.5,0.22,0.493,0.044271887,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
41,annoy_3,0.5,0.5,0.22,0.493170732,0.043728653,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
42,annoy_3,0.5,0.5,0.22,0.493333333,0.043204938,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
43,annoy_3,0.5,0.5,0.22,0.493488372,0.0426996,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
44,annoy_3,0.5,0.5,0.22,0.493636364,0.042211588,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
45,annoy_3,0.5,0.5,0.22,0.493777778,0.041739936,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
46,annoy_3,0.5,0.5,0.22,0.493913043,0.041283748,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
47,annoy_3,0.5,0.5,0.22,0.494042553,0.040842198,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
48,annoy_3,0.5,0.5,0.22,0.494166667,0.040414519,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
49,annoy_3,0.5,0.5,0.22,0.494285714,0.04,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
50,annoy_3,0.5,0.5,0.22,0.4944,0.03959798,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
51,annoy_3,0.5,0.5,0.22,0.494509804,0.039207842,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
52,annoy_3,0.5,0.5,0.22,0.494615385,0.038829014,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
53,annoy_3,0.5,0.5,0.22,0.494716981,0.038460958,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
54,annoy_3,0.5,0.5,0.22,0.494814815,0.038103174,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
55,annoy_3,0.5,0.5,0.22,0.494909091,0.037755192,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
56,annoy_3,0.5,0.5,0.22,0.495,0.037416574,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
57,annoy_3,0.5,0.5,0.22,0.495087719,0.037086906,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
58,annoy_3,0.5,0.5,0.22,0.495172414,0.036765801,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
59,annoy_3,0.5,0.5,0.22,0.495254237,0.036452895,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
60,annoy_3,0.5,0.5,0.22,0.495333333,0.036147845,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
61,annoy_3,0.5,0.5,0.22,0.495409836,0.035850326,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
62,annoy_3,0.5,0.5,0.22,0.495483871,0.035560036,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
63,annoy_3,0.5,0.5,0.22,0.495555556,0.035276684,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
64,annoy_3,0.5,0.5,0.22,0.495625,0.035,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
65,annoy_3,0.5,0.5,0.22,0.495692308,0.034729726,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
66,annoy_3,0.5,0.5,0.22,0.495757576,0.034465617,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
67,annoy_3,0.5,0.5,0.22,0.495820896,0.034207444,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
68,annoy_3,0.5,0.5,0.22,0.495882353,0.033954988,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
69,annoy_3,0.5,0.5,0.22,0.495942029,0.033708039,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
70,annoy_3,0.5,0.5,0.22,0.496,0.033466401,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
71,annoy_3,0.5,0.5,0.22,0.496056338,0.033229886,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
72,annoy_3,0.5,0.5,0.22,0.496111111,0.032998316,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
73,annoy_3,0.5,0.5,0.22,0.496164384,0.032771521,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
74,annoy_3,0.5,0.5,0.22,0.496216216,0.032549339,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
75,annoy_3,0.5,0.5,0.22,0.496266667,0.032331615,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
76,annoy_3,0.5,0.5,0.22,0.496315789,0.032118203,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
77,annoy_3,0.5,0.5,0.22,0.496363636,0.031908961,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
78,annoy_3,0.5,0.5,0.22,0.496410256,0.031703757,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
79,annoy_3,0.5,0.5,0.22,0.496455696,0.031502461,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
80,annoy_3,0.5,0.5,0.22,0.4965,0.031304952,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
81,annoy_3,0.5,0.5,0.22,0.49654321,0.031111111,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
82,annoy_3,0.5,0.5,0.22,0.496585366,0.030920827,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
83,annoy_3,0.5,0.5,0.22,0.496626506,0.030733993,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
84,annoy_3,0.5,0.5,0.22,0.496666667,0.030550505,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
85,annoy_3,0.5,0.5,0.22,0.496705882,0.030370264,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
86,annoy_3,0.5,0.5,0.22,0.496744186,0.030193176,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
87,annoy_3,0.5,0.5,0.22,0.496781609,0.030019151,"So there guys there, you have it, I don't know why it's happening. I'm not particularly in angry person and I cannot control it. So yeah, I think we're gonna wrap up. This video right by law law right here and some I'll see you later."
